,HITId,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Input.prompt,Input.response,Input.aspect,Input.definition,Input.setting,Answer.Others,Approve,Reject,Score,3Score
134,38LRF35D6UJW36NSYQ5X4B2DWTL3UO,34PGFRQONYYN38CGMDHNRQZN28DWJZ,AKQAI78JTXXC9,307,100% (149/149),"Write a story about lovers with a <b>""Tragedy""</b> plot:","a young man and a young woman, both passionate about literature, meet at university and fall in love. The young man is forced to leave his beloved by his family, and the young woman is forbidden by her parents to marry him. The young man dies from a terrible accident, and the young woman is left with nothing but her love for him.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM,,,,2,1
135,3V7ICJJA0J32P3XQYDTL9Q2VL8AB40,3WQQ9FUS6KH6VOIM0IO0FMDOCWE8BO,ABELRDZPHS45K,370,0% (0/0),"Write a story about lovers with a <b>""Tragedy""</b> plot:","""A young man and a young woman meet and fall in love; the young woman gets pregnant; the young man marries the young woman; the young woman dies; the young man weeps for a long time.""",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM,inconsistency,,,1,1
136,3V7ICJJA0J32P3XQYDTL9Q2VL8AB40,36U2A8VAGBMM3XDYJZZND2KGS5AYKW,AKQAI78JTXXC9,224,100% (149/149),"Write a story about lovers with a <b>""Tragedy""</b> plot:","""A young man and a young woman meet and fall in love; the young woman gets pregnant; the young man marries the young woman; the young woman dies; the young man weeps for a long time.""",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM,,,,1,1
137,3V7ICJJA0J32P3XQYDTL9Q2VL8AB40,33FBRBDW6YMP5TASEIKVQ6J6UHDC8Y,ANHDHJMXXH1O3,407,0% (0/0),"Write a story about lovers with a <b>""Tragedy""</b> plot:","""A young man and a young woman meet and fall in love; the young woman gets pregnant; the young man marries the young woman; the young woman dies; the young man weeps for a long time.""",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM,passage,,,1,1
138,3YGE63DIOHKDEID0A32FK1P3EXBW0K,3OJSZ2ATD2J06UWUP35HY0H1RGK57V,A3PUUVUDORJS8W,159,100% (128/128),"Write a story about lovers with a <b>""Tragedy""</b> plot:","they are married, happy for a while, have problems, break up, get back together, and then someone dies.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM,Feels more like a story summary than a story.,,,1,1
139,3YGE63DIOHKDEID0A32FK1P3EXBW0K,33UKMF931J7PPU4R32QG6CFXWGSTTH,AKQAI78JTXXC9,114,100% (149/149),"Write a story about lovers with a <b>""Tragedy""</b> plot:","they are married, happy for a while, have problems, break up, get back together, and then someone dies.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM,lacking in detail,,,0,0
140,3YGE63DIOHKDEID0A32FK1P3EXBW0K,3TAYZSBPLVVUQVXZVN1UVKALUK52SD,ALDKDKRBR4LXD,372,100% (46/46),"Write a story about lovers with a <b>""Tragedy""</b> plot:","they are married, happy for a while, have problems, break up, get back together, and then someone dies.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM,To plain and indirect.,,,-1,-1
141,3X2YVV51Q3RDL7YI6M6FY68DJPHW1N,3D3VGR7TAA27AYT5KYFUOKAHEWBR3E,A2CFI1X8OKYIL2,394,100% (66/66),"Write a story about lovers with a <b>""Tragedy""</b> plot:","something that happens to them that will be remembered in history. The two of them must have a child together. ""You're a liar,"" Jane said. ""You're not English. This is a lie."" The Englishwoman didn't answer. ""A nor'wester,"" Jane said. ""That's what you are. You think you're English but you're not. You're a nor'wester!"" ""My life may be in danger,"" the Englishwoman said. ""But I have no wish to hurt you."" ""So you were going to kill me,"" Jane said. ""You've already killed me,"" the Englishwoman said. ""I am dead. I was dead long before you came."" ""You don't have to kill me,"" Jane said. ""I'll only tell the story. I'll tell the story and then I'll go back to England. I'll tell the story and no one will ever know I was here."" ""You have to tell it,"" the Englishwoman said. ""You have to tell it."" ""Tell it to who?"" Jane said. ""I don't know who to tell."" ""You have",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM,,,,1,1
142,3X2YVV51Q3RDL7YI6M6FY68DJPHW1N,3RKNTXVS3WL0TDQSI1YR3ZDDSSP4AA,A3PUUVUDORJS8W,350,100% (128/128),"Write a story about lovers with a <b>""Tragedy""</b> plot:","something that happens to them that will be remembered in history. The two of them must have a child together. ""You're a liar,"" Jane said. ""You're not English. This is a lie."" The Englishwoman didn't answer. ""A nor'wester,"" Jane said. ""That's what you are. You think you're English but you're not. You're a nor'wester!"" ""My life may be in danger,"" the Englishwoman said. ""But I have no wish to hurt you."" ""So you were going to kill me,"" Jane said. ""You've already killed me,"" the Englishwoman said. ""I am dead. I was dead long before you came."" ""You don't have to kill me,"" Jane said. ""I'll only tell the story. I'll tell the story and then I'll go back to England. I'll tell the story and no one will ever know I was here."" ""You have to tell it,"" the Englishwoman said. ""You have to tell it."" ""Tell it to who?"" Jane said. ""I don't know who to tell."" ""You have",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM,"The beginning is not a complete sentence and this isn’t a complete story, we are arriving in the middle of the action.",,,1,1
143,3X2YVV51Q3RDL7YI6M6FY68DJPHW1N,3QILPRALQFI8WX7J38T96HDITLHN8H,AKQAI78JTXXC9,253,100% (149/149),"Write a story about lovers with a <b>""Tragedy""</b> plot:","something that happens to them that will be remembered in history. The two of them must have a child together. ""You're a liar,"" Jane said. ""You're not English. This is a lie."" The Englishwoman didn't answer. ""A nor'wester,"" Jane said. ""That's what you are. You think you're English but you're not. You're a nor'wester!"" ""My life may be in danger,"" the Englishwoman said. ""But I have no wish to hurt you."" ""So you were going to kill me,"" Jane said. ""You've already killed me,"" the Englishwoman said. ""I am dead. I was dead long before you came."" ""You don't have to kill me,"" Jane said. ""I'll only tell the story. I'll tell the story and then I'll go back to England. I'll tell the story and no one will ever know I was here."" ""You have to tell it,"" the Englishwoman said. ""You have to tell it."" ""Tell it to who?"" Jane said. ""I don't know who to tell."" ""You have",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM,truncated,,,-1,-1
144,3DW3BNF1HQ5IHIIYFXAYREC7QMM8VA,3LUY3GC639N4Z4ED9IEVW6MIIG87P6,A2CFI1X8OKYIL2,259,100% (66/66),Write a <b>historical fiction</b> story about lovers:,"It was by a young woman who had been a servant to the monarchs of England and France. It was set in the very last years of the French monarchy, and it was set in a century when the Catholic religion was the dominant one in the country. But it was set in the very last years of the French monarchy, and it was set in a century when the Catholic religion was the dominant one in the country. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And she did it with a lot of humor. And she did it with a lot of humor. And it's a very modern romance. And it's a very modern romance. As she said, her goal was to show how the love of two people could overcome all the obstacles that were placed in front of them.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM,,,,2,1
145,3DW3BNF1HQ5IHIIYFXAYREC7QMM8VA,37M28K1J000QWV9DL8LV912WAP8AJ0,AKQAI78JTXXC9,337,100% (149/149),Write a <b>historical fiction</b> story about lovers:,"It was by a young woman who had been a servant to the monarchs of England and France. It was set in the very last years of the French monarchy, and it was set in a century when the Catholic religion was the dominant one in the country. But it was set in the very last years of the French monarchy, and it was set in a century when the Catholic religion was the dominant one in the country. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And she did it with a lot of humor. And she did it with a lot of humor. And it's a very modern romance. And it's a very modern romance. As she said, her goal was to show how the love of two people could overcome all the obstacles that were placed in front of them.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM,many lines repeated several times,,,1,1
146,3DW3BNF1HQ5IHIIYFXAYREC7QMM8VA,3YGXWBAF7A4OMSNQ2FUI9U31SVHC4R,ANHDHJMXXH1O3,328,0% (0/0),Write a <b>historical fiction</b> story about lovers:,"It was by a young woman who had been a servant to the monarchs of England and France. It was set in the very last years of the French monarchy, and it was set in a century when the Catholic religion was the dominant one in the country. But it was set in the very last years of the French monarchy, and it was set in a century when the Catholic religion was the dominant one in the country. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And she did it with a lot of humor. And she did it with a lot of humor. And it's a very modern romance. And it's a very modern romance. As she said, her goal was to show how the love of two people could overcome all the obstacles that were placed in front of them.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM,passage,,,1,1
147,34HEO7RUHFH47ZUW3BP2M8TZV48RA3,3AMW0RGHONPT2P60PPVKS388IVQNPA,A35TF71Q0XO0PH,243,100% (16/16),Write a <b>historical fiction</b> story about lovers:,"a famous merchant and a beautiful princess. The prince is crowned in procession, and the princess is captured in it. The prince is his own man, but the princess is the captive of another man. The nobleman has a son, and he tells the princess the story of the merchant to protect her and her child. (Of course, the child was the merchant’s.) The princess is happy to have a servant of her own. The merchant is happy to have a daughter-in-law. The nobleman is happy not to have to share his throne. Everyone is happy.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM,passage,,,0,0
148,34HEO7RUHFH47ZUW3BP2M8TZV48RA3,3GNCZX450SAMI6CBGLQF6XO8JOLAP7,A3PUUVUDORJS8W,454,100% (128/128),Write a <b>historical fiction</b> story about lovers:,"a famous merchant and a beautiful princess. The prince is crowned in procession, and the princess is captured in it. The prince is his own man, but the princess is the captive of another man. The nobleman has a son, and he tells the princess the story of the merchant to protect her and her child. (Of course, the child was the merchant’s.) The princess is happy to have a servant of her own. The merchant is happy to have a daughter-in-law. The nobleman is happy not to have to share his throne. Everyone is happy.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM,,,,1,1
149,34HEO7RUHFH47ZUW3BP2M8TZV48RA3,3VELCLL3GU6EX5AH6Z1HJ2H1DOZF1S,ANHDHJMXXH1O3,415,0% (0/0),Write a <b>historical fiction</b> story about lovers:,"a famous merchant and a beautiful princess. The prince is crowned in procession, and the princess is captured in it. The prince is his own man, but the princess is the captive of another man. The nobleman has a son, and he tells the princess the story of the merchant to protect her and her child. (Of course, the child was the merchant’s.) The princess is happy to have a servant of her own. The merchant is happy to have a daughter-in-law. The nobleman is happy not to have to share his throne. Everyone is happy.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM,passage,,,1,1
150,34O39PNDLFV9Q9ZO9PPYHJD5DMTRBY,3SUWZRL0M80HYDBIHUTSWGNI9YXE64,A3JZS32RQUWGJM,12,0% (0/0),Write a <b>historical fiction</b> story about lovers:,"A young, recently widowed woman in the sixteenth century, who has promised to do penance for her husband’s death by living in the monastery, is surprised to discover that her lover has died as well.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM,,,,2,1
151,34O39PNDLFV9Q9ZO9PPYHJD5DMTRBY,3I33IC7ZWPPQQZB5ENF3AKGF8ESA2J,AGA1PIIWM8I8D,71,0% (0/0),Write a <b>historical fiction</b> story about lovers:,"A young, recently widowed woman in the sixteenth century, who has promised to do penance for her husband’s death by living in the monastery, is surprised to discover that her lover has died as well.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM,,,,-1,-1
152,34O39PNDLFV9Q9ZO9PPYHJD5DMTRBY,3U4J9857OOY2VAD3QDWU1MHT1CUB7Q,AKQAI78JTXXC9,302,100% (149/149),Write a <b>historical fiction</b> story about lovers:,"A young, recently widowed woman in the sixteenth century, who has promised to do penance for her husband’s death by living in the monastery, is surprised to discover that her lover has died as well.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM,,,,1,1
153,3PGQRAZX1B7H4WSCY63NF4G2KXUYS8,3D4CH1LGEKG20A97LWMSGTZWCFG9GN,A3PUUVUDORJS8W,304,100% (128/128),Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the horizon, and the sky was a beautiful shade of orange. The sun was slowly disappearing behind the mountains, and the sky was a beautiful orange. The sun was setting over the horizon, a beautiful orange. The sun was slowly disappearing over the horizon, and the sky turned a beautiful orange. The sun was sinking over the horizon, and the sky had turned a beautiful orange. The sun sank over the horizon, and the sky became a beautiful orange. The sun was disappearing over the horizon, and the orange sky was beautiful. The sun was setting over the orange horizon, and the sky was",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,"The repetition of ‘beautiful orange’ makes this quite difficult to read and they are all very similar sentences, with the sentence cutting off at the end. However, the basic description of the sunset is quite flowery.",,,1,1
154,3PGQRAZX1B7H4WSCY63NF4G2KXUYS8,3H7Z272LXHU3EP3FDCF5FB4JD0CPLW,AKQAI78JTXXC9,118,100% (149/149),Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the horizon, and the sky was a beautiful shade of orange. The sun was slowly disappearing behind the mountains, and the sky was a beautiful orange. The sun was setting over the horizon, a beautiful orange. The sun was slowly disappearing over the horizon, and the sky turned a beautiful orange. The sun was sinking over the horizon, and the sky had turned a beautiful orange. The sun sank over the horizon, and the sky became a beautiful orange. The sun was disappearing over the horizon, and the orange sky was beautiful. The sun was setting over the orange horizon, and the sky was",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,It repeats the same line over and over,,,-1,-1
155,3PGQRAZX1B7H4WSCY63NF4G2KXUYS8,3KRVW3HTZX8KXZ1S55KEATOJ0PLSMT,ALDKDKRBR4LXD,425,100% (46/46),Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the horizon, and the sky was a beautiful shade of orange. The sun was slowly disappearing behind the mountains, and the sky was a beautiful orange. The sun was setting over the horizon, a beautiful orange. The sun was slowly disappearing over the horizon, and the sky turned a beautiful orange. The sun was sinking over the horizon, and the sky had turned a beautiful orange. The sun sank over the horizon, and the sky became a beautiful orange. The sun was disappearing over the horizon, and the orange sky was beautiful. The sun was setting over the orange horizon, and the sky was",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,Wonderful!,,,2,1
156,3VMV5CHJ0H2IX5KRT0M7I95KHKITGU,339ANSOTRFP0DXYTFHDKREQS2MMKIM,A35TF71Q0XO0PH,82,100% (16/16),Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the ocean, and the sky was a beautiful shade of pink. The waves were crashing on the shore, and the wind was blowing through the trees. The sun was setting over the ocean, the sky was a beautiful shade of blue, and the waves were crashing on the shore. The wind was blowing through the trees, and the sun was setting over the ocean. The sky was a beautiful shade of blue and the waves were crashing on the beach. The wind was blowing through the leaves, and the sun was setting over a beautiful ocean. The sky was a beautiful blue, and the waves were crashing onto",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,unverified facts,,,1,1
157,3VMV5CHJ0H2IX5KRT0M7I95KHKITGU,3PMBY0YE2HQPJYT2JAQ9Q2EHENLC9D,AKQAI78JTXXC9,247,100% (149/149),Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the ocean, and the sky was a beautiful shade of pink. The waves were crashing on the shore, and the wind was blowing through the trees. The sun was setting over the ocean, the sky was a beautiful shade of blue, and the waves were crashing on the shore. The wind was blowing through the trees, and the sun was setting over the ocean. The sky was a beautiful shade of blue and the waves were crashing on the beach. The wind was blowing through the leaves, and the sun was setting over a beautiful ocean. The sky was a beautiful blue, and the waves were crashing onto",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,repetitive and truncated,,,0,0
158,3VMV5CHJ0H2IX5KRT0M7I95KHKITGU,3AAJC4I4FQFRX3HLX01UQUT5JASZJ3,ANHDHJMXXH1O3,162,0% (0/0),Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the ocean, and the sky was a beautiful shade of pink. The waves were crashing on the shore, and the wind was blowing through the trees. The sun was setting over the ocean, the sky was a beautiful shade of blue, and the waves were crashing on the shore. The wind was blowing through the trees, and the sun was setting over the ocean. The sky was a beautiful shade of blue and the waves were crashing on the beach. The wind was blowing through the leaves, and the sun was setting over a beautiful ocean. The sky was a beautiful blue, and the waves were crashing onto",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,passage,,,1,1
159,3GMLHYZ0MNKXJ9KGNBYNU5YQ5UFYUO,3TE3O8573AVIPGXMGY1P5A5P8ILR2D,A35TF71Q0XO0PH,387,100% (16/16),Write a <b>flowery</b> passage about sunsets:,"The sun sets on the horizon, the sky turns a deep red, and the birds fly home to roost. The sun sets on the horizon, the air turns cool, and the crickets begin to chirp. The sun sets on the horizon and the sky turns a deep blue, and the stars begin to shine.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,inconsistency,,,1,1
160,3GMLHYZ0MNKXJ9KGNBYNU5YQ5UFYUO,37Q970SNZOVN1AF3CJ1GQ10G2ELS1G,A3PUUVUDORJS8W,147,100% (128/128),Write a <b>flowery</b> passage about sunsets:,"The sun sets on the horizon, the sky turns a deep red, and the birds fly home to roost. The sun sets on the horizon, the air turns cool, and the crickets begin to chirp. The sun sets on the horizon and the sky turns a deep blue, and the stars begin to shine.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,,,,1,1
161,3GMLHYZ0MNKXJ9KGNBYNU5YQ5UFYUO,3F6HPJW4JNNNXCE8FSBVS9D60XP2WG,AKQAI78JTXXC9,59,100% (149/149),Write a <b>flowery</b> passage about sunsets:,"The sun sets on the horizon, the sky turns a deep red, and the birds fly home to roost. The sun sets on the horizon, the air turns cool, and the crickets begin to chirp. The sun sets on the horizon and the sky turns a deep blue, and the stars begin to shine.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,,,,0,0
162,3X2LT8FDI55VW7I357FUDGVLXVO8WK,3TPWUS5F8JO0VU6ACL014MMSCOECWB,A35TF71Q0XO0PH,114,100% (16/16),Write a <b>flowery</b> passage about sunsets:,Sunset is the time of day when the sun is at its lowest point in the sky. It is the time when the sun is at its most beautiful. It is the time when the sky is at its most beautiful. It’s the time when the world is at its most beautiful. It can be a time of peace and tranquility. It can be a time of sadness and melancholy. It can be a time of joy and happiness. It can be a time of reflection. It can be a time of meditation. It can be a time of romance. It can be a time of love. It can be,Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,unverified facts,,,1,1
163,3X2LT8FDI55VW7I357FUDGVLXVO8WK,32N49TQG3Q5ZNQ972XZECPDQ5CJVAA,A3P9TM5PRYBH90,45,100% (31/31),Write a <b>flowery</b> passage about sunsets:,Sunset is the time of day when the sun is at its lowest point in the sky. It is the time when the sun is at its most beautiful. It is the time when the sky is at its most beautiful. It’s the time when the world is at its most beautiful. It can be a time of peace and tranquility. It can be a time of sadness and melancholy. It can be a time of joy and happiness. It can be a time of reflection. It can be a time of meditation. It can be a time of romance. It can be a time of love. It can be,Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,Repetitive and truncated.,,,1,1
164,3X2LT8FDI55VW7I357FUDGVLXVO8WK,3I02618YAAT6XFQ9MQ766Y02QR5PUQ,AKQAI78JTXXC9,217,100% (149/149),Write a <b>flowery</b> passage about sunsets:,Sunset is the time of day when the sun is at its lowest point in the sky. It is the time when the sun is at its most beautiful. It is the time when the sky is at its most beautiful. It’s the time when the world is at its most beautiful. It can be a time of peace and tranquility. It can be a time of sadness and melancholy. It can be a time of joy and happiness. It can be a time of reflection. It can be a time of meditation. It can be a time of romance. It can be a time of love. It can be,Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,truncated,,,1,1
165,3JMNNNO3CARKASGEPQ6T3PIIBVVW24,34S6N1K2Z56B185RUZ70622SR94HLL,A1KZ0KE93WNN5O,108,0% (0/0),Write a <b>flowery</b> passage about sunsets:,Sunset is the time of day when the sun is at its lowest point in the sky. It is the time when the sun is about to set below the horizon. It is the time when the sky is painted with beautiful colors. It is the time when the birds are singing their evening songs. It is the time when the world is at peace. It is the time when the people are at peace. It is the time of day when the people are at peace with themselves. It is the time of day that is most peaceful. It is the time of day where the people are at peace with the world. It is,Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,The language is beautiful but not poetic.,,,1,1
166,3JMNNNO3CARKASGEPQ6T3PIIBVVW24,369J354OFNXFIR79NPJGWJ8UME2G6D,A2CFI1X8OKYIL2,425,100% (66/66),Write a <b>flowery</b> passage about sunsets:,Sunset is the time of day when the sun is at its lowest point in the sky. It is the time when the sun is about to set below the horizon. It is the time when the sky is painted with beautiful colors. It is the time when the birds are singing their evening songs. It is the time when the world is at peace. It is the time when the people are at peace. It is the time of day when the people are at peace with themselves. It is the time of day that is most peaceful. It is the time of day where the people are at peace with the world. It is,Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,It's a little too literal,,,1,1
167,3JMNNNO3CARKASGEPQ6T3PIIBVVW24,3300DTYQTC4A8VU2W37Q2L499Z0EQS,AKQAI78JTXXC9,323,100% (149/149),Write a <b>flowery</b> passage about sunsets:,Sunset is the time of day when the sun is at its lowest point in the sky. It is the time when the sun is about to set below the horizon. It is the time when the sky is painted with beautiful colors. It is the time when the birds are singing their evening songs. It is the time when the world is at peace. It is the time when the people are at peace. It is the time of day when the people are at peace with themselves. It is the time of day that is most peaceful. It is the time of day where the people are at peace with the world. It is,Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,truncated and repetitive,,,0,0
168,3R6RZGK0YOZXWO9GS18SQR09J1OYVD,3V0Z7YWSI8NAINE3PI6Z67USTO02VJ,A173A97OFDAX9F,61,100% (5/5),Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the mountains, and the sky was a brilliant red. The air was crisp and cool, and the leaves were changing color. The birds were singing, and the grass was green. The grass was green. The grass was so green. The grass was so green, and the sky was so red, and the sun was setting over the mountains.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,some phrases are repeated unnecessarily,,,-1,-1
169,3R6RZGK0YOZXWO9GS18SQR09J1OYVD,3180JW2OTEZTQPXWQCUE1QMAIBIJ5E,A3PUUVUDORJS8W,207,100% (128/128),Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the mountains, and the sky was a brilliant red. The air was crisp and cool, and the leaves were changing color. The birds were singing, and the grass was green. The grass was green. The grass was so green. The grass was so green, and the sky was so red, and the sun was setting over the mountains.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,,,,2,1
170,3R6RZGK0YOZXWO9GS18SQR09J1OYVD,3TAYZSBPLVVUQVXZVN1UVKALUKUS2S,AKQAI78JTXXC9,330,100% (149/149),Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the mountains, and the sky was a brilliant red. The air was crisp and cool, and the leaves were changing color. The birds were singing, and the grass was green. The grass was green. The grass was so green. The grass was so green, and the sky was so red, and the sun was setting over the mountains.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,Lines repeated several times,,,1,1
171,32TZXEA1PU71C5FYWG0W3EPMZWJ147,3WYP994K1HEF4IS9HV5M3JFYRA4Y65,A173A97OFDAX9F,38,100% (5/5),Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the horizon, and the sky was a beautiful shade of orange. The trees were swaying in the wind, and the birds were chirping. The air was cool, and the grass was soft. I walked through the grass, and I felt the blades of grass tickle my feet. I looked up at the sky, and the sun was setting. I looked at the sun, and it was a beautiful shade of orange. I looked at the sky, and the sun had set. I looked at the sun, which was now a beautiful shade of orange. I smiled, and I walked back",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,some parts are repeated unnecessarily,,,1,1
172,32TZXEA1PU71C5FYWG0W3EPMZWJ147,3NKQQ8O398SX8INJHHGB64JDC88UDN,A1B13TN1OQRI0K,414,0% (0/0),Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the horizon, and the sky was a beautiful shade of orange. The trees were swaying in the wind, and the birds were chirping. The air was cool, and the grass was soft. I walked through the grass, and I felt the blades of grass tickle my feet. I looked up at the sky, and the sun was setting. I looked at the sun, and it was a beautiful shade of orange. I looked at the sky, and the sun had set. I looked at the sun, which was now a beautiful shade of orange. I smiled, and I walked back",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,The writer fills the passage with repeated mentions of the sun setting and the sun being a shade of orange.,,,-1,-1
173,32TZXEA1PU71C5FYWG0W3EPMZWJ147,3CN4LGXD57B1PVOVY7C76LVKVJNY49,AKQAI78JTXXC9,316,100% (149/149),Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the horizon, and the sky was a beautiful shade of orange. The trees were swaying in the wind, and the birds were chirping. The air was cool, and the grass was soft. I walked through the grass, and I felt the blades of grass tickle my feet. I looked up at the sky, and the sun was setting. I looked at the sun, and it was a beautiful shade of orange. I looked at the sky, and the sun had set. I looked at the sun, which was now a beautiful shade of orange. I smiled, and I walked back",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT,repetitive and truncated,,,0,0
