,HITId,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Input.prompt,Input.response,Input.aspect,Input.definition,Answer.Others,Approve,Reject,Score,3Score
311,3VAOOVPI48FA0KQNVIHW9A0AHC7LLM,3FTOP5WARPBUVIBVT6O2KVQJV83J0T,ASJ6VEA1F2APQ,369,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"The first time she saw him, she was 7 years old and he was 15. She loved him from the moment she saw him. He was tall and strong, with a wild personality and a beautiful face. She followed him around like a puppy, watching him every move he made. Eventually she caught up to him and asked him to take her home. He said no, but she persisted. She told him she loved him and he said he did too. They went back to his house and started dating. They were both young and wild and didn't know what they were doing.<br><br>One day, she came home from school and saw him in the kitchen. She walked in and saw him cooking breakfast. She was so surprised and thrilled to see him there. He asked her what she was doing and she told him she was coming home to cook breakfast for him. He told her he was already cooked and she should go to bed. She hesitated for a moment, but then she decided she would stay and watch him cook.<br><br>She loved the way he cooked and she would sometimes help him by stirring the food and cleaning the kitchen. One day, he said he was going to go to the beach. She was so happy to hear that, she stayed home to watch him go. He came back later and they had lunch together. After lunch, he told her he was going to go to the beach again. She was so excited, she stayed home to watch him leave.<br><br>One day, he came home late and she was already in bed. He told her he was going to bed, but she didn't believe him. She asked him to take a bath for her and he said no. She asked him to help her with the laundry and he said no. She asked him to watch TV and he said no. She asked him to help her with the grocery shopping and he said no. She asked him to help her with the clean up and he said no. She asked him to take her to the park and he said no. She asked him to go out with her and he said no.<br><br>She was so upset, she decided to leave him. She didn't want to continue dating him and she was embarrassed by her decision. She didn't know what she would do without him. She cried all night and she was sure she would never see him again.<br><br>The next day, she went to the market and saw he was there. She walked up to him and asked him to take her home. He said no, but she persisted. She told him she loved him and he said he did too. They went back to his house and started dating. They were both young and wild and didn't know what they were doing.<br><br>One day, she came home from school and saw him in the kitchen. She walked in and saw him cooking breakfast. She was so surprised and thrilled to see him there. He asked her what she was doing and she told him she was coming home to cook breakfast for him. He told her he was already cooked and she should go to bed. She hesitated for a moment, but then she decided she would stay and watch him cook.<br><br>She loved the way he cooked and she would sometimes help him by stirring the food and cleaning the kitchen. One day, he said he was going to go to the beach. She was so happy to hear that, she stayed home to watch him go. He came back later and they had lunch together. After lunch, he told her he was going to go to the beach again. She was so excited, she stayed home to watch him leave.<br><br>One day, he came home late and she was already in bed. He told her he was going to bed, but she didn't believe him. She asked him to take a bath for her and he said no. She asked him to help her with the laundry and he said no. She asked him to watch TV and he said no. She asked him to help her with the grocery shopping and he said no. She asked him to help her with the clean up and he said no.<br><br>She was so upset, she decided to leave him. She didn't want to continue dating him and she was embarrassed by her decision. She didn't know what she would do without him. She cried all night and she was sure she would never see him again.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,-1,-1
312,3XJOUITW93E9AUE5WWRJCN9LLVGTQM,32SCWG5HIRRLV408Q893QSMMHAS6PE,A173A97OFDAX9F,96,100% (2/2),Write a story about lovers with <b>indirect</b> characterization:,"The two lovers had been together for almost two years, and they were both getting married in the near future. But they had been unable to find a way to be together directly. They had both grown up in different parts of the country and had different lives. And they were both too busy with their own lives to spend time together.<br><br>But one day, they finally found a way to be together indirectly. They started seeing each other out at night, and they started to feel more connected than ever before. But they still couldn't be together directly. They had to keep theirDistance plan up.<br><br>But as time passed, they started to feel more and more together. They would spend hours talking and joking around, and they fell in love with each other more and more. And they finally became able to be together directly.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",none,,,-1,-1
313,3XJOUITW93E9AUE5WWRJCN9LLVGTQM,38YMOXR4M4MBFDX92UNYIMUIA706WE,A1JMVBYWF4R66N,79,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"The two lovers had been together for almost two years, and they were both getting married in the near future. But they had been unable to find a way to be together directly. They had both grown up in different parts of the country and had different lives. And they were both too busy with their own lives to spend time together.<br><br>But one day, they finally found a way to be together indirectly. They started seeing each other out at night, and they started to feel more connected than ever before. But they still couldn't be together directly. They had to keep theirDistance plan up.<br><br>But as time passed, they started to feel more and more together. They would spend hours talking and joking around, and they fell in love with each other more and more. And they finally became able to be together directly.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",It is not indirect characterization because it doesn't contain speech from the characters,,,-1,-1
314,3XJOUITW93E9AUE5WWRJCN9LLVGTQM,3C6FJU71T0G06TIADD3PJPTEO1AUYV,A1OWM3QO7QAKBN,431,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"The two lovers had been together for almost two years, and they were both getting married in the near future. But they had been unable to find a way to be together directly. They had both grown up in different parts of the country and had different lives. And they were both too busy with their own lives to spend time together.<br><br>But one day, they finally found a way to be together indirectly. They started seeing each other out at night, and they started to feel more connected than ever before. But they still couldn't be together directly. They had to keep theirDistance plan up.<br><br>But as time passed, they started to feel more and more together. They would spend hours talking and joking around, and they fell in love with each other more and more. And they finally became able to be together directly.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
315,3E9ZFLPWP7F3ADZ6OYN7SO357HNIXR,3R3YRB5GRPQZABK7X7P9G3B7LAHAUB,A1OWM3QO7QAKBN,74,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,John and Jane had been dating for a year when Jane's mom died. John was upset and decided to break up with Jane. John went back to his job and Jane started to cry. John told her that he was sorry and that he would always love her. Jane went to bed and cried for hours.,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
316,3E9ZFLPWP7F3ADZ6OYN7SO357HNIXR,3AUQQEL7UFG3MDBPAV2LNJ1DQWKV02,A2LW7MR7OP748L,45,100% (4/4),Write a story about lovers with <b>indirect</b> characterization:,John and Jane had been dating for a year when Jane's mom died. John was upset and decided to break up with Jane. John went back to his job and Jane started to cry. John told her that he was sorry and that he would always love her. Jane went to bed and cried for hours.,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",no,,,1,1
317,3E9ZFLPWP7F3ADZ6OYN7SO357HNIXR,3F1567XTN6STDZ3LOSR4A73YC7R9QO,AUMH36HXXTC86,8,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,John and Jane had been dating for a year when Jane's mom died. John was upset and decided to break up with Jane. John went back to his job and Jane started to cry. John told her that he was sorry and that he would always love her. Jane went to bed and cried for hours.,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,0,0
318,3Z3R5YC0QCACJ5OWIGGP0O57ET7TFS,3OXV7EAXLODEOFVLSACWDPJLCE9368,A1OWM3QO7QAKBN,96,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"As they walked hand in hand through the park, they felt the warmth of the sun on their skin. They were both grinning from ear to ear, and they could feel the love between them.<br><br>The sun was shining, and they were in love.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
319,3Z3R5YC0QCACJ5OWIGGP0O57ET7TFS,3Z4GS9HPN5XFTYADDWKEWKVXCSN77Q,A2ICS8FOBVLLRP,322,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"As they walked hand in hand through the park, they felt the warmth of the sun on their skin. They were both grinning from ear to ear, and they could feel the love between them.<br><br>The sun was shining, and they were in love.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.","I have for story the sun was shining, and they were in love.",,,1,1
320,3Z3R5YC0QCACJ5OWIGGP0O57ET7TFS,34FNN24DCWWJLESVCCVHBD1YPLY5Y7,A2LW7MR7OP748L,22,100% (4/4),Write a story about lovers with <b>indirect</b> characterization:,"As they walked hand in hand through the park, they felt the warmth of the sun on their skin. They were both grinning from ear to ear, and they could feel the love between them.<br><br>The sun was shining, and they were in love.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",no,,,-2,-1
321,3TL87MO8DVCO0SGR97EYEXVQKGLLFH,36WLNQG789XN4PSDDLA07W9AH44EBP,A2CFI1X8OKYIL2,31,100% (38/38),Write a story about lovers with <b>indirect</b> characterization:,"Once upon a time there was a pair of lovers with indirect characterization. They loved each other very deeply, but they never spoke directly to each other because they knew that would break their hearts. They communicated through their actions and gestures.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.","The story mentions indirect characterization, but doesn't actually use it.",,,-2,-1
322,3TL87MO8DVCO0SGR97EYEXVQKGLLFH,33NF62TLXTPW88IZXZYK3F5S969KJ0,A3PUUVUDORJS8W,82,100% (68/68),Write a story about lovers with <b>indirect</b> characterization:,"Once upon a time there was a pair of lovers with indirect characterization. They loved each other very deeply, but they never spoke directly to each other because they knew that would break their hearts. They communicated through their actions and gestures.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",Author misunderstood what indirect characterisation means.,,,-2,-1
323,3TL87MO8DVCO0SGR97EYEXVQKGLLFH,3HFNH7HEMR18S9QT2YXE2OPLGKLGQL,AUMH36HXXTC86,19,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Once upon a time there was a pair of lovers with indirect characterization. They loved each other very deeply, but they never spoke directly to each other because they knew that would break their hearts. They communicated through their actions and gestures.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
324,3FHTJGYT9WNK5DRKCJDNDZ4MQ5MGP9,386PBUZZXPK7SE0HIZALIFI7Y6GLJ6,A1JMVBYWF4R66N,38,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Nina and Tom had been dating for two months when Tom suddenly proposed. Nina was taken aback, but said yes. They went on a honeymoon in Europe, and things were going great. However, after a few months, Nina started to feel like Tom wasn't really interested in her. She started to doubt if he was even truly in love with her.<br><br>One night, Nina came home from a night out and found Tom in bed with another woman. She was so angry and hurt, and she couldn't understand why Tom would do this to her. She threw a fit and left town. Nina allowed herself to be crushed by the experience, and she never looked back.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,-2,-1
325,3FHTJGYT9WNK5DRKCJDNDZ4MQ5MGP9,3RXCAC0YI1C2M5QXG4GEGX4LMER8GU,A1OWM3QO7QAKBN,75,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"Nina and Tom had been dating for two months when Tom suddenly proposed. Nina was taken aback, but said yes. They went on a honeymoon in Europe, and things were going great. However, after a few months, Nina started to feel like Tom wasn't really interested in her. She started to doubt if he was even truly in love with her.<br><br>One night, Nina came home from a night out and found Tom in bed with another woman. She was so angry and hurt, and she couldn't understand why Tom would do this to her. She threw a fit and left town. Nina allowed herself to be crushed by the experience, and she never looked back.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,0,0
326,3FHTJGYT9WNK5DRKCJDNDZ4MQ5MGP9,3TU5ZICBRNOTZUKBJ0LQAB8NS18Q8F,A3URPJYLG67HCR,87,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Nina and Tom had been dating for two months when Tom suddenly proposed. Nina was taken aback, but said yes. They went on a honeymoon in Europe, and things were going great. However, after a few months, Nina started to feel like Tom wasn't really interested in her. She started to doubt if he was even truly in love with her.<br><br>One night, Nina came home from a night out and found Tom in bed with another woman. She was so angry and hurt, and she couldn't understand why Tom would do this to her. She threw a fit and left town. Nina allowed herself to be crushed by the experience, and she never looked back.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,2,1
327,33NOQL7TAXMZQ2N8GUZ1CKP2CLG8Z6,3GGAI1SQE5L4QICW8JUEVOK18RPMCN,A1OWM3QO7QAKBN,431,100% (17/17),Write a story about lovers with <b>indirect</b> characterization:,"Sarah and Tom had been together for a year when Sarah discovered she was pregnant. Tom was relieved, but he was also excited. He had always been a big fan of children, and he was eager to be a dad.<br><br>Sarah was nervous about the pregnancy, but she was also excited. She knew that this was something that she would want and something that she could have. She also knew that Tom would be supportive.<br><br>The couple went to get their ultrasound to see if they were carrier-able. Sarah was surprised to find out that they were. Tom was supportive, but he was also excited.<br><br>They decided to have the baby and to name it after Sarah's favorite president. They were both excited to be a dad and to have a child.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
328,33NOQL7TAXMZQ2N8GUZ1CKP2CLG8Z6,3I0BTBYZA78KQ76UF6P5UI578CD0Y5,A3PUUVUDORJS8W,38,100% (68/68),Write a story about lovers with <b>indirect</b> characterization:,"Sarah and Tom had been together for a year when Sarah discovered she was pregnant. Tom was relieved, but he was also excited. He had always been a big fan of children, and he was eager to be a dad.<br><br>Sarah was nervous about the pregnancy, but she was also excited. She knew that this was something that she would want and something that she could have. She also knew that Tom would be supportive.<br><br>The couple went to get their ultrasound to see if they were carrier-able. Sarah was surprised to find out that they were. Tom was supportive, but he was also excited.<br><br>They decided to have the baby and to name it after Sarah's favorite president. They were both excited to be a dad and to have a child.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",repetition of excited feels a bit odd. ‘carrier-able’ is an odd wording.,,,2,1
329,33NOQL7TAXMZQ2N8GUZ1CKP2CLG8Z6,3MTMREQS455C2F9CS74AYRW46QPWAT,AUMH36HXXTC86,32,0% (0/0),Write a story about lovers with <b>indirect</b> characterization:,"Sarah and Tom had been together for a year when Sarah discovered she was pregnant. Tom was relieved, but he was also excited. He had always been a big fan of children, and he was eager to be a dad.<br><br>Sarah was nervous about the pregnancy, but she was also excited. She knew that this was something that she would want and something that she could have. She also knew that Tom would be supportive.<br><br>The couple went to get their ultrasound to see if they were carrier-able. Sarah was surprised to find out that they were. Tom was supportive, but he was also excited.<br><br>They decided to have the baby and to name it after Sarah's favorite president. They were both excited to be a dad and to have a child.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",,,,1,1
330,3UDTAB6HIFM22M0SHSSN6HHREKF904,3KOPY89HMIPQCAASCT6LMTOQYKHJ3I,A1OWM3QO7QAKBN,428,100% (17/17),Write a <b>fast-paced</b> story about lovers:,"The sun was setting, and Tom and Jenny were sitting on the porch of their house, watching the stars.<br><br>Tom had been waiting for years for this moment, and he was just as excited as Jenny. They had been talking about it all day, and they both agreed that it was the perfect time to finally do it.<br><br>""I love you, Tom,"" Jenny said.<br><br>Tom leaned in and kissed her. It was a long, deep kiss, full of love and happiness. They didn't need any lights or candles to make this special. They just had each other and the stars.<br><br>Tom pulled away, satisfied that he had made the right decision.<br><br>""Let's go,"" he said.<br><br>Jenny stood up and grabbed his hand. Together, they walked down the steps of the porch, towards the waiting car.<br><br>""I can't believe this is happening,"" Jenny said. ""I've been waiting for this for so long.""<br><br>Tom nodded, happy that he had made the right decision. They were going to have the happiest life possible.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",,,,1,1
331,3UDTAB6HIFM22M0SHSSN6HHREKF904,3ZAK8W07IE139YMP55SGRXZUCOZ0U4,AF0W4ZBY7VXOU,431,0% (0/0),Write a <b>fast-paced</b> story about lovers:,"The sun was setting, and Tom and Jenny were sitting on the porch of their house, watching the stars.<br><br>Tom had been waiting for years for this moment, and he was just as excited as Jenny. They had been talking about it all day, and they both agreed that it was the perfect time to finally do it.<br><br>""I love you, Tom,"" Jenny said.<br><br>Tom leaned in and kissed her. It was a long, deep kiss, full of love and happiness. They didn't need any lights or candles to make this special. They just had each other and the stars.<br><br>Tom pulled away, satisfied that he had made the right decision.<br><br>""Let's go,"" he said.<br><br>Jenny stood up and grabbed his hand. Together, they walked down the steps of the porch, towards the waiting car.<br><br>""I can't believe this is happening,"" Jenny said. ""I've been waiting for this for so long.""<br><br>Tom nodded, happy that he had made the right decision. They were going to have the happiest life possible.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.","It is good, but slower paced.",,,-1,-1
332,3UDTAB6HIFM22M0SHSSN6HHREKF904,3VHHR074HD4E8JZFHQLOFPDY7BH7LM,AGSLBIXQFSPUY,22,0% (0/0),Write a <b>fast-paced</b> story about lovers:,"The sun was setting, and Tom and Jenny were sitting on the porch of their house, watching the stars.<br><br>Tom had been waiting for years for this moment, and he was just as excited as Jenny. They had been talking about it all day, and they both agreed that it was the perfect time to finally do it.<br><br>""I love you, Tom,"" Jenny said.<br><br>Tom leaned in and kissed her. It was a long, deep kiss, full of love and happiness. They didn't need any lights or candles to make this special. They just had each other and the stars.<br><br>Tom pulled away, satisfied that he had made the right decision.<br><br>""Let's go,"" he said.<br><br>Jenny stood up and grabbed his hand. Together, they walked down the steps of the porch, towards the waiting car.<br><br>""I can't believe this is happening,"" Jenny said. ""I've been waiting for this for so long.""<br><br>Tom nodded, happy that he had made the right decision. They were going to have the happiest life possible.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",pacing is not really fast-paced.,,,-1,-1
333,35O6H0UNM13Q35Z20APCC6RLRX2J5U,3TDXMTX3CLHTEID4DDJJHVLAVWU6IZ,A1OWM3QO7QAKBN,445,100% (17/17),Write a <b>fast-paced</b> story about lovers:,"Heidi and Mario had been together for four years when Mario proposed. Heidi was overjoyed, but it was clear that she had no idea what she was getting herself into.<br><br>Mario was a hard-working, successful businessman. He had always been able to put a roof over Heidi's head and support her. However, he had never mentioned wanting to get married.<br><br>Heidi was nervous about the implications of marriage. She didn't want to lose Mario, but she also didn't want to give up her independence.<br><br>A few weeks after Mario proposed, Heidi went to her hair stylist to get her hair done. Heidi was nervous about what Mario would say if he found out she was getting married.<br><br>Hedi came back into the salon and saw Mario sitting in the back. He looked at her and said, ""I hope you're happy.""<br><br>Heidi was shocked and embarrassed. She knew that Mario knew about her marriage, but she didn't know what to say.<br><br>Mario stood up and said, ""I'm sorry, Heidi. I know this is hard, but I think it's best for both of you. You should go back to your own life.""<br><br>Heidi was devastated. She knew that Mario was just trying to leave her and didn't care about her. She was so embarrassed that she couldn't even cry.<br><br>After she left the salon, Heidi cried all the way home. She was so humiliated that Mario had known about her marriage and didn't care about her.<br><br>She decided that she would never let Mario get to her again.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",,,,1,1
334,35O6H0UNM13Q35Z20APCC6RLRX2J5U,32AT8R96GVW3A761E7B0135D7GHSUI,A2V1TRRRG3IH54,43,0% (0/0),Write a <b>fast-paced</b> story about lovers:,"Heidi and Mario had been together for four years when Mario proposed. Heidi was overjoyed, but it was clear that she had no idea what she was getting herself into.<br><br>Mario was a hard-working, successful businessman. He had always been able to put a roof over Heidi's head and support her. However, he had never mentioned wanting to get married.<br><br>Heidi was nervous about the implications of marriage. She didn't want to lose Mario, but she also didn't want to give up her independence.<br><br>A few weeks after Mario proposed, Heidi went to her hair stylist to get her hair done. Heidi was nervous about what Mario would say if he found out she was getting married.<br><br>Hedi came back into the salon and saw Mario sitting in the back. He looked at her and said, ""I hope you're happy.""<br><br>Heidi was shocked and embarrassed. She knew that Mario knew about her marriage, but she didn't know what to say.<br><br>Mario stood up and said, ""I'm sorry, Heidi. I know this is hard, but I think it's best for both of you. You should go back to your own life.""<br><br>Heidi was devastated. She knew that Mario was just trying to leave her and didn't care about her. She was so embarrassed that she couldn't even cry.<br><br>After she left the salon, Heidi cried all the way home. She was so humiliated that Mario had known about her marriage and didn't care about her.<br><br>She decided that she would never let Mario get to her again.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",,,,-1,-1
335,35O6H0UNM13Q35Z20APCC6RLRX2J5U,3VJ40NV2QSA9C2ZJ7L4HC29ARDBTOZ,A3PUUVUDORJS8W,18,100% (68/68),Write a <b>fast-paced</b> story about lovers:,"Heidi and Mario had been together for four years when Mario proposed. Heidi was overjoyed, but it was clear that she had no idea what she was getting herself into.<br><br>Mario was a hard-working, successful businessman. He had always been able to put a roof over Heidi's head and support her. However, he had never mentioned wanting to get married.<br><br>Heidi was nervous about the implications of marriage. She didn't want to lose Mario, but she also didn't want to give up her independence.<br><br>A few weeks after Mario proposed, Heidi went to her hair stylist to get her hair done. Heidi was nervous about what Mario would say if he found out she was getting married.<br><br>Hedi came back into the salon and saw Mario sitting in the back. He looked at her and said, ""I hope you're happy.""<br><br>Heidi was shocked and embarrassed. She knew that Mario knew about her marriage, but she didn't know what to say.<br><br>Mario stood up and said, ""I'm sorry, Heidi. I know this is hard, but I think it's best for both of you. You should go back to your own life.""<br><br>Heidi was devastated. She knew that Mario was just trying to leave her and didn't care about her. She was so embarrassed that she couldn't even cry.<br><br>After she left the salon, Heidi cried all the way home. She was so humiliated that Mario had known about her marriage and didn't care about her.<br><br>She decided that she would never let Mario get to her again.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",,,,-1,-1
336,3UYRNV2KJ2M59D9PD6O7HXIT2788NP,3PDJHANYKF3TIN2K7V1YHJKVVJN6HE,A3PUUVUDORJS8W,10,100% (68/68),Write a <b>fast-paced</b> story about lovers:,"When I was younger, I thought love was a fairy tale. I thought it was something that only happened in movies or in stories. But as I got older, I realized that love is real. It's something that you feel when you're with someone and you're happy and you're in love.<br><br>And I love my boyfriend. He's the best thing that's ever happened to me. He's always there for me when I need him and he loves me back. We're always together and we're always happy.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",,,,-2,-1
337,3UYRNV2KJ2M59D9PD6O7HXIT2788NP,3I2PTA7R33HDUVMCSPIT0GHEN1TKQJ,ALDKDKRBR4LXD,76,0% (0/0),Write a <b>fast-paced</b> story about lovers:,"When I was younger, I thought love was a fairy tale. I thought it was something that only happened in movies or in stories. But as I got older, I realized that love is real. It's something that you feel when you're with someone and you're happy and you're in love.<br><br>And I love my boyfriend. He's the best thing that's ever happened to me. He's always there for me when I need him and he loves me back. We're always together and we're always happy.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",,,,1,1
338,3UYRNV2KJ2M59D9PD6O7HXIT2788NP,3I0BTBYZA78KQ76UF6P5UI578C4Y0U,APRZ7BR8C0ZMQ,90,100% (1/1),Write a <b>fast-paced</b> story about lovers:,"When I was younger, I thought love was a fairy tale. I thought it was something that only happened in movies or in stories. But as I got older, I realized that love is real. It's something that you feel when you're with someone and you're happy and you're in love.<br><br>And I love my boyfriend. He's the best thing that's ever happened to me. He's always there for me when I need him and he loves me back. We're always together and we're always happy.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.","Story is more of a simple observation and exposition about feelings, there is no real end to the story, but there is sentiment.",,,0,0
339,3MDWE879VQP3M932F8PCQYDA5OCB9S,3MB8LZR5BPG23Y6Z0KAXJUIKDVFLK4,A1JMVBYWF4R66N,62,0% (0/0),Write a <b>fast-paced</b> story about lovers:,"The two lovers were walking hand in hand down the street when they were stopped by a policeman.<br><br>""What are you two doing together?"" He asked.<br><br>""We're just walking,"" said the love-sick woman.<br><br>""It's not safe for you to be walking around like this,"" said the policeman.<br><br>""I know,"" she said, ""but we can't just keep walking. We have to find a way to be together.""<br><br>""I can think of a way,"" said the policeman. ""But first, you need to go back to your place.""<br><br>""But we can't go back to our place just yet,"" said the love-sick woman. ""We have to find a place where we can be together.""<br><br>""I know where we can go,"" said the policeman. ""I'll take you there.""<br><br>They walked together to the police station. The policeman took her to a room in the back and they sat down.<br><br>""Can I ask you something?"" asked the love-sick woman.<br><br>""Of course,"" said the policeman.<br><br>""Do you like your job?""<br><br>""Yes,"" said the policeman. ""I love working with my partner.""<br><br>""I know,"" said the love-sick woman, ""but can we be together for a little while longer? I need to find a way to be with you.""<br><br>""Yes,"" said the policeman, ""I think that's a good idea.""<br><br>They spent the rest of the night together, and the next day, they were married.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",,,,2,1
340,3MDWE879VQP3M932F8PCQYDA5OCB9S,39ASUFLU67UUHSVEIH2IWT0207OEXU,A1OWM3QO7QAKBN,314,100% (17/17),Write a <b>fast-paced</b> story about lovers:,"The two lovers were walking hand in hand down the street when they were stopped by a policeman.<br><br>""What are you two doing together?"" He asked.<br><br>""We're just walking,"" said the love-sick woman.<br><br>""It's not safe for you to be walking around like this,"" said the policeman.<br><br>""I know,"" she said, ""but we can't just keep walking. We have to find a way to be together.""<br><br>""I can think of a way,"" said the policeman. ""But first, you need to go back to your place.""<br><br>""But we can't go back to our place just yet,"" said the love-sick woman. ""We have to find a place where we can be together.""<br><br>""I know where we can go,"" said the policeman. ""I'll take you there.""<br><br>They walked together to the police station. The policeman took her to a room in the back and they sat down.<br><br>""Can I ask you something?"" asked the love-sick woman.<br><br>""Of course,"" said the policeman.<br><br>""Do you like your job?""<br><br>""Yes,"" said the policeman. ""I love working with my partner.""<br><br>""I know,"" said the love-sick woman, ""but can we be together for a little while longer? I need to find a way to be with you.""<br><br>""Yes,"" said the policeman, ""I think that's a good idea.""<br><br>They spent the rest of the night together, and the next day, they were married.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",,,,1,1
341,3MDWE879VQP3M932F8PCQYDA5OCB9S,3NGI5ARFT3SQOIZBK2XMVWV59ZF1PE,AUMH36HXXTC86,208,0% (0/0),Write a <b>fast-paced</b> story about lovers:,"The two lovers were walking hand in hand down the street when they were stopped by a policeman.<br><br>""What are you two doing together?"" He asked.<br><br>""We're just walking,"" said the love-sick woman.<br><br>""It's not safe for you to be walking around like this,"" said the policeman.<br><br>""I know,"" she said, ""but we can't just keep walking. We have to find a way to be together.""<br><br>""I can think of a way,"" said the policeman. ""But first, you need to go back to your place.""<br><br>""But we can't go back to our place just yet,"" said the love-sick woman. ""We have to find a place where we can be together.""<br><br>""I know where we can go,"" said the policeman. ""I'll take you there.""<br><br>They walked together to the police station. The policeman took her to a room in the back and they sat down.<br><br>""Can I ask you something?"" asked the love-sick woman.<br><br>""Of course,"" said the policeman.<br><br>""Do you like your job?""<br><br>""Yes,"" said the policeman. ""I love working with my partner.""<br><br>""I know,"" said the love-sick woman, ""but can we be together for a little while longer? I need to find a way to be with you.""<br><br>""Yes,"" said the policeman, ""I think that's a good idea.""<br><br>They spent the rest of the night together, and the next day, they were married.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",,,,-1,-1
342,3ZQX1VYFUMSNRY91ELOKWMIYSHD8O4,32Q90QCQ128OXSW7JYNT6ZS04YHKEJ,A2QXG8VJRBZ2Z3,348,0% (0/0),Write a <b>fast-paced</b> story about lovers:,"Max and Lizzy had been dating for a few months when they decided to take the plunge and get married. They were both in their early twenties and had a lot of potential for happiness.<br><br>However, their relationship was quickly clouded by Max's dark past. Lizzy was sweet and loving, but she knew the truth about Max. He had been molested as a child and had never spoken about it.<br><br>The two were eventually forced to break up after months of fights and hurt feelings. Max was deeply in love with Lizzy, but he had to face the truth about his past.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",NO,,,0,0
